site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
AREQ 94JUN19 1994.4641 49522  754 0  -71.5    769  0.698990  -1821157 -0.572766  2491 -2.091934  0.0610 0.000962 0.000844 0.003581  0.041415 -0.054684 -0.053693 -16.4655144249  -71.4927919369  2488.90807
AREQ 94JUN20 1994.4668 49523  754 1  -71.5    769  0.700734  -1821157 -0.574544  2491 -2.091996  0.0610 0.000941 0.000796 0.003549 -0.007586 -0.103696 -0.036236 -16.4655144410  -71.4927919205  2488.90800
AREQ 94JUN21 1994.4695 49524  754 2  -71.5    769  0.709185  -1821157 -0.577275  2491 -2.088050  0.0610 0.000929 0.000816 0.003528  0.048616 -0.093922 -0.032623 -16.4655144657  -71.4927918414  2488.91195
AREQ 94JUN22 1994.4723 49525  754 3  -71.5    769  0.704245  -1821157 -0.574659  2491 -2.098001  0.0610 0.000938 0.000822 0.003582  0.001698 -0.054742 -0.044373 -16.4655144420  -71.4927918876  2488.90200
AREQ 94JUN23 1994.4750 49526  754 4  -71.5    769  0.698540  -1821157 -0.577930  2491 -2.092777  0.0610 0.000928 0.000799 0.003623  0.048380 -0.041423 -0.009153 -16.4655144716  -71.4927919411  2488.90722
AREQ 94JUN24 1994.4778 49527  754 5  -71.5    769  0.700342  -1821157 -0.582765  2491 -2.071244  0.0610 0.000964 0.000815 0.003631  0.042467 -0.074364 -0.028963 -16.4655145153  -71.4927919242  2488.92876
AREQ 94JUN25 1994.4805 49528  754 6  -71.5    769  0.697463  -1821157 -0.581277  2491 -2.073561  0.0610 0.000948 0.000816 0.003636  0.039586 -0.031370 -0.014088 -16.4655145018  -71.4927919511  2488.92644
AREQ 94JUN26 1994.4832 49529  755 0  -71.5    769  0.700323  -1821157 -0.581419  2491 -2.085443  0.0610 0.001013 0.000840 0.003711 -0.008379 -0.043140 -0.041907 -16.4655145031  -71.4927919244  2488.91456
AREQ 94JUN27 1994.4860 49530  755 1  -71.5    769  0.702183  -1821157 -0.573719  2491 -2.093261  0.0610 0.000960 0.000823 0.003654  0.018864 -0.118102 -0.038753 -16.4655144335  -71.4927919069  2488.90674
AREQ 94JUN28 1994.4887 49531  755 2  -71.5    769  0.710208  -1821157 -0.576013  2491 -2.077050  0.0610 0.001108 0.000856 0.003851 -0.007610 -0.051341  0.023654 -16.4655144543  -71.4927918318  2488.92295
AREQ 94JUN29 1994.4914 49532  755 3  -71.5    769  0.703303  -1821157 -0.576079  2491 -2.085880  0.0610 0.001039 0.000860 0.003885  0.043296 -0.049984 -0.015299 -16.4655144549  -71.4927918965  2488.91412
AREQ 94JUN30 1994.4942 49533  755 4  -71.5    769  0.697821  -1821157 -0.579357  2491 -2.071295  0.0610 0.000957 0.000804 0.003571  0.000262 -0.068500 -0.023538 -16.4655144845  -71.4927919478  2488.92871
AREQ 94JUL01 1994.4969 49534  755 5  -71.5    769  0.703882  -1821157 -0.576054  2491 -2.080603  0.0610 0.001004 0.000819 0.003601  0.027655 -0.023370 -0.007402 -16.4655144546  -71.4927918910  2488.91940
AREQ 94JUL02 1994.4997 49535  755 6  -71.5    769  0.705325  -1821157 -0.576007  2491 -2.084708  0.0610 0.001061 0.000846 0.003647  0.024481 -0.096763 -0.027016 -16.4655144542  -71.4927918775  2488.91529
AREQ 94JUL03 1994.5024 49536  756 0  -71.5    769  0.703644  -1821157 -0.577026  2491 -2.083623  0.0610 0.001052 0.000847 0.003742 -0.016625 -0.108649 -0.007092 -16.4655144634  -71.4927918933  2488.91638
AREQ 94JUL04 1994.5051 49537  756 1  -71.5    769  0.711039  -1821157 -0.589752  2491 -2.090414  0.0610 0.001001 0.000813 0.003639 -0.006496 -0.071082  0.024545 -16.4655145784  -71.4927918240  2488.90959
AREQ 94JUL05 1994.5079 49538  756 2  -71.5    769  0.704103  -1821157 -0.579348  2491 -2.067945  0.0610 0.000967 0.000810 0.003578  0.024792 -0.071418  0.003371 -16.4655144844  -71.4927918890  2488.93206
AREQ 94JUL06 1994.5106 49539  756 3  -71.5    769  0.712960  -1821157 -0.588762  2491 -2.082229  0.0610 0.001069 0.000815 0.003637  0.044383 -0.088164 -0.035472 -16.4655145695  -71.4927918060  2488.91777
AREQ 94JUL07 1994.5133 49540  756 4  -71.5    769  0.707454  -1821157 -0.560337  2491 -2.069200  0.0610 0.001030 0.000844 0.003619  0.066350  0.001446 -0.018373 -16.4655143126  -71.4927918576  2488.93080
AREQ 94JUL08 1994.5161 49541  756 5  -71.5    769  0.704468  -1821157 -0.583252  2491 -2.092301  0.0610 0.001082 0.000840 0.003707  0.015795 -0.082132 -0.028770 -16.4655145197  -71.4927918855  2488.90770
AREQ 94JUL09 1994.5188 49542  756 6  -71.5    769  0.697375  -1821157 -0.573499  2491 -2.069669  0.0610 0.001016 0.000828 0.003704 -0.002247 -0.072383 -0.010069 -16.4655144315  -71.4927919520  2488.93033
AREQ 94JUL10 1994.5216 49543  757 0  -71.5    769  0.717435  -1821157 -0.581686  2491 -2.082825  0.0610 0.001018 0.000827 0.003581  0.012103 -0.084351 -0.015106 -16.4655145055  -71.4927917641  2488.91717
AREQ 94JUL11 1994.5243 49544  757 1  -71.5    769  0.707197  -1821157 -0.568345  2491 -2.059595  0.0610 0.001001 0.000798 0.003569  0.036827 -0.065181  0.013822 -16.4655143850  -71.4927918600  2488.94041
AREQ 94JUL12 1994.5270 49545  757 2  -71.5    769  0.693757  -1821157 -0.566393  2491 -2.062929  0.0610 0.001026 0.000879 0.003834  0.030617 -0.091377 -0.066932 -16.4655143673  -71.4927919859  2488.93707
AREQ 94JUL13 1994.5298 49546  757 3  -71.5    769  0.700102  -1821157 -0.570637  2491 -2.081883  0.0610 0.000975 0.000876 0.003889  0.061603 -0.068113 -0.045661 -16.4655144057  -71.4927919264  2488.91812
AREQ 94JUL14 1994.5325 49547  757 4  -71.5    769  0.701054  -1821157 -0.583587  2491 -2.080540  0.0610 0.000991 0.000843 0.003775  0.018890 -0.096105 -0.017413 -16.4655145227  -71.4927919175  2488.91946
AREQ 94JUL15 1994.5352 49548  757 5  -71.5    769  0.703106  -1821157 -0.578945  2491 -2.070302  0.0610 0.001007 0.000853 0.003647 -0.005634 -0.083902 -0.041189 -16.4655144808  -71.4927918983  2488.92970
AREQ 94JUL16 1994.5380 49549  757 6  -71.5    769  0.703981  -1821157 -0.570826  2491 -2.070361  0.0610 0.001084 0.000887 0.003898  0.005350 -0.105153 -0.010279 -16.4655144074  -71.4927918901  2488.92964
AREQ 94JUL17 1994.5407 49550  758 0  -71.5    769  0.702846  -1821157 -0.577824  2491 -2.095940  0.0610 0.001030 0.000865 0.003656 -0.050292 -0.082883 -0.007948 -16.4655144706  -71.4927919007  2488.90406
AREQ 94JUL18 1994.5435 49551  758 1  -71.5    769  0.700639  -1821157 -0.579925  2491 -2.098302  0.0610 0.001146 0.000864 0.003860  0.016839 -0.182764 -0.008596 -16.4655144896  -71.4927919214  2488.90170
AREQ 94JUL19 1994.5462 49552  758 2  -71.5    769  0.705395  -1821157 -0.584544  2491 -2.077482  0.0610 0.001101 0.000841 0.003661  0.058382 -0.119097 -0.021726 -16.4655145314  -71.4927918769  2488.92252
AREQ 94JUL20 1994.5489 49553  758 3  -71.5    769  0.717846  -1821157 -0.584899  2491 -2.082119  0.0610 0.001238 0.000884 0.003966  0.039887 -0.187239 -0.017993 -16.4655145346  -71.4927917603  2488.91788
AREQ 94JUL21 1994.5517 49554  758 4  -71.5    769  0.696999  -1821157 -0.580795  2491 -2.078365  0.0610 0.001002 0.000862 0.003732  0.001682 -0.091092 -0.038094 -16.4655144975  -71.4927919555  2488.92164
AREQ 94JUL22 1994.5544 49555  758 5  -71.5    769  0.709778  -1821157 -0.581153  2491 -2.096154  0.0610 0.000963 0.000810 0.003623 -0.001923 -0.118750 -0.034640 -16.4655145007  -71.4927918358  2488.90385
AREQ 94JUL23 1994.5572 49556  758 6  -71.5    769  0.706462  -1821157 -0.579265  2491 -2.084003  0.0610 0.000959 0.000825 0.003559  0.035564 -0.061274 -0.047010 -16.4655144836  -71.4927918669  2488.91600
AREQ 94JUL24 1994.5599 49557  759 0  -71.5    769  0.710359  -1821157 -0.578594  2491 -2.084560  0.0610 0.000980 0.000822 0.003634  0.001164 -0.114357 -0.037338 -16.4655144776  -71.4927918304  2488.91544
AREQ 94JUL25 1994.5626 49558  759 1  -71.5    769  0.715387  -1821157 -0.580877  2491 -2.079218  0.0610 0.000985 0.000807 0.003600  0.018022 -0.140456 -0.031187 -16.4655144982  -71.4927917833  2488.92078
AREQ 94JUL26 1994.5654 49559  759 2  -71.5    769  0.706777  -1821157 -0.586393  2491 -2.075748  0.0610 0.000984 0.000882 0.003881  0.009065 -0.099067  0.022766 -16.4655145481  -71.4927918639  2488.92425
AREQ 94JUL27 1994.5681 49560  759 3  -71.5    769  0.701712  -1821157 -0.591493  2491 -2.096739  0.0610 0.001034 0.000888 0.003970  0.001924 -0.076655 -0.039369 -16.4655145941  -71.4927919113  2488.90326
AREQ 94JUL28 1994.5708 49561  759 4  -71.5    769  0.710122  -1821157 -0.584714  2491 -2.068081  0.0610 0.001030 0.000854 0.003760 -0.023320 -0.143311 -0.038737 -16.4655145329  -71.4927918326  2488.93192
AREQ 94JUL29 1994.5736 49562  759 5  -71.5    769  0.705874  -1821157 -0.577550  2491 -2.078995  0.0610 0.000923 0.000780 0.003335 -0.008117 -0.082577  0.001584 -16.4655144681  -71.4927918724  2488.92101
AREQ 94JUL30 1994.5763 49563  759 6  -71.5    769  0.709140  -1821157 -0.583815  2491 -2.091667  0.0610 0.001013 0.000863 0.003706 -0.048207 -0.096624 -0.021827 -16.4655145248  -71.4927918418  2488.90833
AREQ 94JUL31 1994.5791 49564  760 0  -71.5    769  0.702115  -1821157 -0.573775  2491 -2.077681  0.0610 0.000990 0.000857 0.003754 -0.043978 -0.080461  0.032090 -16.4655144340  -71.4927919076  2488.92232
AREQ 94AUG01 1994.5818 49565  760 1  -71.5    769  0.703045  -1821157 -0.573493  2491 -2.071311  0.0610 0.000955 0.000816 0.003633 -0.008963 -0.097565 -0.016304 -16.4655144315  -71.4927918989  2488.92869
AREQ 94AUG02 1994.5845 49566  760 2  -71.5    769  0.702552  -1821157 -0.581168  2491 -2.076883  0.0610 0.000954 0.000828 0.003642  0.010160 -0.106255 -0.052187 -16.4655145008  -71.4927919035  2488.92312
AREQ 94AUG03 1994.5873 49567  760 3  -71.5    769  0.714779  -1821157 -0.578805  2491 -2.076267  0.0610 0.000965 0.000843 0.003719 -0.001032 -0.080329 -0.048875 -16.4655144795  -71.4927917890  2488.92373
AREQ 94AUG04 1994.5900 49568  760 4  -71.5    769  0.710084  -1821157 -0.581035  2491 -2.074094  0.0610 0.000976 0.000825 0.003796 -0.035118 -0.080677  0.008630 -16.4655144996  -71.4927918330  2488.92591
AREQ 94AUG05 1994.5927 49569  760 5  -71.5    769  0.716298  -1821157 -0.582879  2491 -2.088061  0.0610 0.000997 0.000807 0.003617 -0.001708 -0.051408 -0.005729 -16.4655145163  -71.4927917748  2488.91194
AREQ 94AUG06 1994.5955 49570  760 6  -71.5    769  0.706874  -1821157 -0.580127  2491 -2.068475  0.0610 0.001041 0.000835 0.003808 -0.003255 -0.057242 -0.046218 -16.4655144914  -71.4927918630  2488.93153
AREQ 94AUG07 1994.5982 49571  761 0  -71.5    769  0.699095  -1821157 -0.587371  2491 -2.095083  0.0610 0.000971 0.000820 0.003684  0.025348 -0.059104 -0.014683 -16.4655145569  -71.4927919359  2488.90492
AREQ 94AUG08 1994.6010 49572  761 1  -71.5    769  0.714805  -1821157 -0.580725  2491 -2.083920  0.0610 0.000990 0.000828 0.003692  0.004145 -0.010885 -0.037398 -16.4655144968  -71.4927917887  2488.91608
AREQ 94AUG09 1994.6037 49573  761 2  -71.5    769  0.702855  -1821157 -0.582317  2491 -2.077389  0.0610 0.000987 0.000823 0.003756 -0.013437 -0.092995 -0.058000 -16.4655145112  -71.4927919007  2488.92261
AREQ 94AUG10 1994.6064 49574  761 3  -71.5    769  0.703727  -1821157 -0.577649  2491 -2.075028  0.0610 0.000987 0.000827 0.003830 -0.001533 -0.024312 -0.013233 -16.4655144690  -71.4927918925  2488.92497
AREQ 94AUG11 1994.6092 49575  761 4  -71.5    769  0.703470  -1821157 -0.585885  2491 -2.075293  0.0610 0.000972 0.000818 0.003785 -0.000284 -0.115870 -0.041938 -16.4655145435  -71.4927918949  2488.92471
AREQ 94AUG12 1994.6119 49576  761 5  -71.5    769  0.709691  -1821157 -0.579605  2491 -2.088639  0.0610 0.000977 0.000806 0.003642 -0.021345 -0.051675  0.044273 -16.4655144867  -71.4927918366  2488.91136
AREQ 94AUG13 1994.6146 49577  761 6  -71.5    769  0.707974  -1821157 -0.580161  2491 -2.081917  0.0610 0.000950 0.000806 0.003575 -0.002081 -0.087987 -0.016190 -16.4655144917  -71.4927918527  2488.91808
AREQ 94AUG14 1994.6174 49578  762 0  -71.5    769  0.700187  -1821157 -0.583078  2491 -2.091295  0.0610 0.000986 0.000834 0.003792  0.037047 -0.120375 -0.070627 -16.4655145181  -71.4927919256  2488.90870
AREQ 94AUG15 1994.6201 49579  762 1  -71.5    769  0.704708  -1821157 -0.581288  2491 -2.083441  0.0610 0.000986 0.000825 0.003636 -0.028715 -0.051916 -0.077397 -16.4655145019  -71.4927918833  2488.91656
AREQ 94AUG16 1994.6229 49580  762 2  -71.5    769  0.698311  -1821157 -0.585317  2491 -2.086263  0.0610 0.000956 0.000808 0.003669 -0.016712 -0.082180 -0.013790 -16.4655145383  -71.4927919432  2488.91374
AREQ 94AUG17 1994.6256 49581  762 3  -71.5    769  0.704217  -1821157 -0.584874  2491 -2.097798  0.0610 0.000953 0.000809 0.003673 -0.023471 -0.049803  0.015992 -16.4655145343  -71.4927918879  2488.90220
AREQ 94AUG18 1994.6283 49582  762 4  -71.5    769  0.710348  -1821157 -0.582469  2491 -2.100324  0.0610 0.001077 0.000901 0.004060 -0.002639 -0.093266 -0.046956 -16.4655145126  -71.4927918305  2488.89968
AREQ 94AUG19 1994.6311 49583  762 5  -71.5    769  0.702264  -1821157 -0.579401  2491 -2.087117  0.0610 0.000981 0.000814 0.003632 -0.064039 -0.133845 -0.021437 -16.4655144849  -71.4927919062  2488.91288
AREQ 94AUG20 1994.6338 49584  762 6  -71.5    769  0.718319  -1821157 -0.577616  2491 -2.089682  0.0610 0.000991 0.000829 0.003833 -0.027625 -0.108805  0.018029 -16.4655144687  -71.4927917558  2488.91032
AREQ 94AUG21 1994.6366 49585  763 0  -71.5    769  0.712259  -1821157 -0.578152  2491 -2.088653  0.0610 0.000953 0.000801 0.003653 -0.003027 -0.089136 -0.009292 -16.4655144736  -71.4927918126  2488.91135
AREQ 94AUG22 1994.6393 49586  763 1  -71.5    769  0.714832  -1821157 -0.586458  2491 -2.086093  0.0610 0.000959 0.000809 0.003695 -0.004639 -0.099212  0.025399 -16.4655145486  -71.4927917885  2488.91391
AREQ 94AUG23 1994.6420 49587  763 2  -71.5    769  0.715844  -1821157 -0.579017  2491 -2.091615  0.0610 0.000960 0.000805 0.003625 -0.030765 -0.031531 -0.021379 -16.4655144814  -71.4927917790  2488.90839
AREQ 94AUG24 1994.6448 49588  763 3  -71.5    769  0.713218  -1821157 -0.579851  2491 -2.080503  0.0610 0.001010 0.000807 0.003822 -0.011329 -0.112459 -0.003466 -16.4655144889  -71.4927918036  2488.91950
AREQ 94AUG25 1994.6475 49589  763 4  -71.5    769  0.715021  -1821157 -0.576260  2491 -2.079503  0.0610 0.000992 0.000820 0.003781  0.031624 -0.031538  0.026756 -16.4655144565  -71.4927917867  2488.92050
AREQ 94AUG30 1994.6612 49594  764 2  -71.5    769  0.703283  -1821157 -0.578987  2491 -2.076728  0.0610 0.000937 0.000805 0.003583  0.026954 -0.010965 -0.014326 -16.4655144811  -71.4927918966  2488.92327
AREQ 94AUG31 1994.6639 49595  764 3  -71.5    769  0.710088  -1821157 -0.580124  2491 -2.078975  0.0610 0.000955 0.000800 0.003645  0.009359 -0.080511 -0.006966 -16.4655144914  -71.4927918329  2488.92102
AREQ 94SEP05 1994.6776 49600  765 1  -71.5    769  0.712215  -1821157 -0.586101  2491 -2.080176  0.0610 0.000957 0.000794 0.003661  0.056698 -0.039440 -0.028259 -16.4655145454  -71.4927918130  2488.91982
AREQ 94SEP06 1994.6804 49601  765 2  -71.5    769  0.707763  -1821157 -0.575990  2491 -2.077697  0.0610 0.000943 0.000799 0.003724  0.025763 -0.149136 -0.062242 -16.4655144541  -71.4927918547  2488.92230
AREQ 94SEP07 1994.6831 49602  765 3  -71.5    769  0.706933  -1821157 -0.582062  2491 -2.072097  0.0610 0.000970 0.000817 0.003804 -0.008282 -0.122098  0.015146 -16.4655145089  -71.4927918625  2488.92790
AREQ 94SEP08 1994.6858 49603  765 4  -71.5    769  0.710921  -1821157 -0.580850  2491 -2.064264  0.0610 0.000985 0.000787 0.003641  0.014284 -0.146327 -0.000822 -16.4655144980  -71.4927918251  2488.93574
AREQ 94SEP09 1994.6886 49604  765 5  -71.5    769  0.711956  -1821157 -0.580468  2491 -2.077402  0.0610 0.000948 0.000810 0.003620  0.024119 -0.102101 -0.043355 -16.4655144945  -71.4927918154  2488.92260
AREQ 94SEP10 1994.6913 49605  765 6  -71.5    769  0.702302  -1821157 -0.576007  2491 -2.077903  0.0610 0.000967 0.000795 0.003669 -0.002807 -0.066359 -0.018605 -16.4655144542  -71.4927919058  2488.92210
AREQ 94SEP11 1994.6940 49606  766 0  -71.5    769  0.725501  -1821157 -0.578321  2491 -2.061216  0.0610 0.001019 0.000813 0.003871 -0.014863 -0.063574  0.003628 -16.4655144751  -71.4927916886  2488.93878
AREQ 94SEP12 1994.6968 49607  766 1  -71.5    769  0.718741  -1821157 -0.576909  2491 -2.078666  0.0610 0.001047 0.000833 0.003904  0.017201 -0.020076 -0.019714 -16.4655144624  -71.4927917519  2488.92133
AREQ 94SEP13 1994.6995 49608  766 2  -71.5    769  0.706448  -1821157 -0.580142  2491 -2.081774  0.0610 0.000986 0.000804 0.003679  0.008891 -0.071820  0.036363 -16.4655144916  -71.4927918670  2488.91823
AREQ 94SEP14 1994.7023 49609  766 3  -71.5    769  0.718873  -1821157 -0.580773  2491 -2.073870  0.0610 0.001033 0.000816 0.003753  0.023783 -0.038166  0.012532 -16.4655144973  -71.4927917506  2488.92613
AREQ 94SEP15 1994.7050 49610  766 4  -71.5    769  0.721826  -1821157 -0.574709  2491 -2.067638  0.0610 0.001049 0.000821 0.003808 -0.026914 -0.192576  0.011274 -16.4655144425  -71.4927917230  2488.93236
AREQ 94SEP16 1994.7077 49611  766 5  -71.5    769  0.711950  -1821157 -0.575453  2491 -2.067443  0.0610 0.001024 0.000789 0.003681  0.028201 -0.089960  0.002843 -16.4655144492  -71.4927918155  2488.93256
AREQ 94SEP17 1994.7105 49612  766 6  -71.5    769  0.716419  -1821157 -0.581139  2491 -2.079495  0.0610 0.001023 0.000796 0.003644 -0.009865 -0.059601  0.015175 -16.4655145006  -71.4927917736  2488.92050
AREQ 94SEP18 1994.7132 49613  767 0  -71.5    769  0.711886  -1821157 -0.575958  2491 -2.069855  0.0610 0.000978 0.000802 0.003702  0.001293 -0.053165  0.018020 -16.4655144538  -71.4927918161  2488.93015
AREQ 94SEP19 1994.7159 49614  767 1  -71.5    769  0.713641  -1821157 -0.575941  2491 -2.067210  0.0610 0.000950 0.000807 0.003673  0.011653 -0.027513  0.015489 -16.4655144536  -71.4927917996  2488.93279
AREQ 94SEP20 1994.7187 49615  767 2  -71.5    769  0.712544  -1821157 -0.576618  2491 -2.067325  0.0610 0.000935 0.000788 0.003560  0.002339 -0.046694  0.001053 -16.4655144597  -71.4927918099  2488.93268
AREQ 94SEP21 1994.7214 49616  767 3  -71.5    769  0.708036  -1821157 -0.570728  2491 -2.060294  0.0610 0.000979 0.000844 0.003721 -0.011265 -0.022250 -0.100090 -16.4655144065  -71.4927918521  2488.93971
AREQ 94SEP22 1994.7242 49617  767 4  -71.5    769  0.706264  -1821157 -0.572595  2491 -2.087218  0.0610 0.001065 0.000810 0.003735 -0.022123 -0.063960 -0.033362 -16.4655144234  -71.4927918687  2488.91278
AREQ 94SEP23 1994.7269 49618  767 5  -71.5    769  0.711021  -1821157 -0.567430  2491 -2.074271  0.0610 0.001088 0.000839 0.003881  0.000733 -0.105537 -0.052165 -16.4655143767  -71.4927918242  2488.92573
AREQ 94SEP24 1994.7296 49619  767 6  -71.5    769  0.718103  -1821157 -0.575769  2491 -2.069115  0.0610 0.001064 0.000837 0.003866  0.032518 -0.106542 -0.055650 -16.4655144521  -71.4927917579  2488.93088
AREQ 94SEP25 1994.7324 49620  768 0  -71.5    769  0.708474  -1821157 -0.571233  2491 -2.072383  0.0610 0.001004 0.000843 0.003710 -0.033019 -0.005872 -0.070113 -16.4655144111  -71.4927918480  2488.92762
AREQ 94SEP26 1994.7351 49621  768 1  -71.5    769  0.709458  -1821157 -0.583048  2491 -2.073601  0.0610 0.001037 0.000836 0.003808 -0.005858 -0.075539 -0.061598 -16.4655145178  -71.4927918388  2488.92640
AREQ 94SEP27 1994.7379 49622  768 2  -71.5    769  0.729978  -1821157 -0.572261  2491 -2.086475  0.0610 0.001319 0.000833 0.003914  0.016957 -0.104756 -0.005155 -16.4655144204  -71.4927916467  2488.91353
AREQ 94SEP28 1994.7406 49623  768 3  -71.5    769  0.710820  -1821157 -0.574422  2491 -2.081621  0.0610 0.001099 0.000872 0.004058 -0.027379 -0.071419 -0.019037 -16.4655144399  -71.4927918261  2488.91838
AREQ 94SEP29 1994.7433 49624  768 4  -71.5    769  0.714093  -1821157 -0.582070  2491 -2.082039  0.0610 0.001051 0.000824 0.003814  0.010795 -0.076457 -0.016143 -16.4655145090  -71.4927917954  2488.91796
AREQ 94SEP30 1994.7461 49625  768 5  -71.5    769  0.708005  -1821157 -0.584556  2491 -2.078817  0.0610 0.001107 0.000937 0.004336  0.010338 -0.102429 -0.061688 -16.4655145315  -71.4927918524  2488.92118
AREQ 94OCT01 1994.7488 49626  768 6  -71.5    769  0.703102  -1821157 -0.576356  2491 -2.075460  0.0610 0.000984 0.000829 0.003751 -0.049998 -0.047393 -0.022731 -16.4655144574  -71.4927918983  2488.92454
AREQ 94OCT02 1994.7515 49627  769 0  -71.5    769  0.701100  -1821157 -0.580682  2491 -2.086996  0.0610 0.000965 0.000818 0.003706 -0.034181 -0.118166 -0.043966 -16.4655144965  -71.4927919171  2488.91300
AREQ 94OCT03 1994.7543 49628  769 1  -71.5    769  0.705002  -1821157 -0.584625  2491 -2.075930  0.0610 0.001014 0.000838 0.003899 -0.006258 -0.145518 -0.012408 -16.4655145321  -71.4927918805  2488.92407
