*YYYYMMDD HHMMSS JJJJJ.JJJJ         X             Y             Z            Sx        Sy       Sz     Rxy   Rxz    Ryz            NLat         Elong         Height         dN        dE        dU         Sn       Se       Su      Rne    Rnu    Reu  Soln
 20210513 115900 59347.4993  1952594.27538 -5808509.66464 -1780816.83904  0.00295  0.00653  0.00301 -0.586 -0.654  0.670     -16.3075786674  288.5806356923 4971.47555     0.04246   0.01796   0.06170    0.00207  0.00231  0.00713 -0.337 -0.151 -0.051 orbit
 20210514 115900 59348.4993  1952594.27940 -5808509.67410 -1780816.84434  0.00320  0.00700  0.00341 -0.604 -0.672  0.675     -16.3075786874  288.5806356997 4971.48687     0.04024   0.01876   0.07302    0.00233  0.00245  0.00771 -0.351 -0.208 -0.021 orbit
 20210515 115900 59349.4993  1952594.27684 -5808509.66892 -1780816.84190  0.00285  0.00642  0.00298 -0.591 -0.655  0.672     -16.3075786808  288.5806356925 4971.48069     0.04097   0.01798   0.06684    0.00204  0.00223  0.00701 -0.334 -0.157 -0.064 orbit
 20210516 115900 59350.4993  1952594.28036 -5808509.67078 -1780816.84243  0.00301  0.00632  0.00314 -0.601 -0.672  0.675     -16.3075786780  288.5806357181 4971.48361     0.04128   0.02072   0.06976    0.00215  0.00230  0.00700 -0.353 -0.224  0.015 orbit
 20210517 115900 59351.4993  1952594.27693 -5808509.66550 -1780816.84124  0.00297  0.00645  0.00307 -0.578 -0.665  0.692     -16.3075786832  288.5806357034 4971.47742     0.04071   0.01915   0.06357    0.00204  0.00234  0.00709 -0.340 -0.211 -0.038 orbit
 20210518 115900 59352.4993  1952594.27717 -5808509.66796 -1780816.84124  0.00302  0.00652  0.00312 -0.607 -0.676  0.680     -16.3075786771  288.5806356983 4971.47973     0.04139   0.01860   0.06588    0.00211  0.00230  0.00719 -0.354 -0.195 -0.007 orbit
 20210519 115900 59353.4993  1952594.27576 -5808509.66580 -1780816.84010  0.00304  0.00664  0.00327 -0.616 -0.690  0.668     -16.3075786735  288.5806356921 4971.47702     0.04178   0.01795   0.06317    0.00225  0.00230  0.00733 -0.383 -0.207 -0.005 orbit
 20210520 115900 59354.4993  1952594.27438 -5808509.66458 -1780816.83865  0.00291  0.00647  0.00299 -0.576 -0.658  0.683     -16.3075786650  288.5806356836 4971.47508     0.04273   0.01704   0.06123    0.00202  0.00231  0.00707 -0.339 -0.172 -0.063 orbit
 20210521 115900 59355.4993  1952594.28202 -5808509.66590 -1780816.84048  0.00361  0.00718  0.00334 -0.634 -0.680  0.729     -16.3075786715  288.5806357473 4971.47913     0.04200   0.02384   0.06528    0.00212  0.00265  0.00802 -0.304 -0.222  0.095 orbit
 20210522 115900 59356.4993  1952594.27811 -5808509.67088 -1780816.84266  0.00306  0.00679  0.00329 -0.621 -0.686  0.671     -16.3075786816  288.5806356978 4971.48308     0.04088   0.01856   0.06923    0.00226  0.00231  0.00748 -0.371 -0.196 -0.016 orbit
 20210523 115900 59357.4993  1952594.27664 -5808509.66965 -1780816.84037  0.00283  0.00641  0.00289 -0.593 -0.642  0.679     -16.3075786659  288.5806356885 4971.48086     0.04263   0.01756   0.06701    0.00197  0.00221  0.00698 -0.305 -0.137 -0.072 orbit
 20210524 115900 59358.4993  1952594.27716 -5808509.66755 -1780816.84001  0.00301  0.00688  0.00309 -0.593 -0.652  0.701     -16.3075786674  288.5806356994 4971.47901     0.04246   0.01872   0.06516    0.00204  0.00235  0.00750 -0.304 -0.161 -0.081 orbit
 20210525 115900 59359.4993  1952594.28045 -5808509.67466 -1780816.84199  0.00299  0.00670  0.00299 -0.587 -0.627  0.709     -16.3075786648  288.5806357074 4971.48704     0.04275   0.01958   0.07319    0.00196  0.00235  0.00731 -0.256 -0.161 -0.070 orbit
 20210526 115900 59360.4993  1952594.27615 -5808509.67097 -1780816.84139  0.00287  0.00683  0.00299 -0.598 -0.634  0.697     -16.3075786719  288.5806356802 4971.48221     0.04196   0.01668   0.06836    0.00199  0.00225  0.00740 -0.274 -0.129 -0.121 orbit
