* YY  MM DD HR MIN     Sec          dNorth      +-            dEast        +-          dHeight      +-        RMS    #      Atm     +-         Fract DOY     Epoch  #BF NotF  Rho_UA
*                                    (m)        (m)            (m)        (m)         (m)           (m)      (mm)   DD      (mm)    (mm)
 2021  7 23 17 48   0.000000      -315.2166    0.0124        289.6095    0.0106          7.2678    0.0337    21.01   9     34.51     3.80   204.74166666667    157  54  10 S -0.370
 2021  7 23 17 48  30.000000      -315.2155    0.0125        289.6091    0.0106          7.2713    0.0336    24.24   9     34.60     3.82   204.74201388888    158  54  10 S -0.372
 2021  7 23 17 49   0.000000      -315.2194    0.0125        289.6097    0.0106          7.2668    0.0335    26.48   9     34.68     3.83   204.74236111112    159  54  10 S -0.374
 2021  7 23 17 49  30.000000      -315.2145    0.0125        289.6106    0.0106          7.2724    0.0334    24.80   9     34.76     3.84   204.74270833333    160  54  10 S -0.376
 2021  7 23 17 50   0.000001      -315.2177    0.0126        289.6062    0.0106          7.2692    0.0333    23.68   9     34.82     3.86   204.74305555556    161  54  10 S -0.378
 2021  7 23 17 50  30.000000      -315.2109    0.0126        289.6056    0.0106          7.2693    0.0332    25.81   9     34.88     3.88   204.74340277778    162  54  10 S -0.381
 2021  7 23 17 51   0.000001      -315.2119    0.0127        289.6091    0.0106          7.2793    0.0332    23.50   9     34.94     3.89   204.74375000001    163  54  10 S -0.383
 2021  7 23 17 51  29.999999      -315.2106    0.0127        289.6108    0.0106          7.2760    0.0331    21.04   9     35.00     3.91   204.74409722221    164  54  10 S -0.386
 2021  7 23 17 52   0.000000      -315.2122    0.0127        289.6057    0.0106          7.2814    0.0330    20.20   9     35.07     3.94   204.74444444445    165  54  10 S -0.389
 2021  7 23 17 52  29.999999      -315.2090    0.0128        289.6052    0.0106          7.2699    0.0330    25.67   9     35.13     3.96   204.74479166666    166  54  10 S -0.392
 2021  7 23 17 53   0.000000      -315.2042    0.0128        289.6060    0.0107          7.2877    0.0329    23.85   9     35.21     3.99   204.74513888889    167  54  10 S -0.395
 2021  7 23 17 53  29.999999      -315.2094    0.0128        289.6048    0.0107          7.2793    0.0328    21.72   9     35.28     4.02   204.74548611110    168  54  10 S -0.399
 2021  7 23 17 54   0.000000      -315.2065    0.0129        289.6082    0.0107          7.2733    0.0328    24.30   9     35.34     4.05   204.74583333333    169  54  10 S -0.403
 2021  7 23 17 54  30.000000      -315.2097    0.0129        289.6072    0.0107          7.2733    0.0328    24.36   9     35.39     4.09   204.74618055555    170  54  10 S -0.407
 2021  7 23 17 55   0.000000      -315.2146    0.0129        289.6043    0.0107          7.2625    0.0327    27.37   9     35.43     4.13   204.74652777778    171  54  10 S -0.411
 2021  7 23 17 55  30.000000      -315.2115    0.0130        289.6075    0.0107          7.2733    0.0327    25.62   9     35.45     4.17   204.74687500000    172  54  10 S -0.416
 2021  7 23 17 56   0.000000      -315.2183    0.0130        289.6068    0.0107          7.2629    0.0327    26.72   9     35.45     4.22   204.74722222223    173  54  10 S -0.421
 2021  7 23 17 56  30.000000      -315.2174    0.0131        289.6046    0.0107          7.2493    0.0327    31.25   9     35.43     4.27   204.74756944444    174  54  10 S -0.426
 2021  7 23 17 57   0.000001      -315.2148    0.0131        289.6066    0.0107          7.2496    0.0327    29.98   9     35.42     4.32   204.74791666667    175  54  10 S -0.432
 2021  7 23 17 57  29.999999      -315.2222    0.0131        289.6045    0.0107          7.2460    0.0327    30.04   9     35.40     4.38   204.74826388888    176  54  10 S -0.438
 2021  7 23 17 58   0.000000      -315.2235    0.0132        289.6052    0.0108          7.2370    0.0328    27.77   9     35.38     4.45   204.74861111112    177  54  10 S -0.445
 2021  7 23 17 58  29.999999      -315.2202    0.0132        289.6074    0.0108          7.2391    0.0328    33.54   9     35.34     4.52   204.74895833332    178  54  10 S -0.452
 2021  7 23 17 59   0.000000      -315.2198    0.0133        289.6093    0.0108          7.2484    0.0329    31.39   9     35.33     4.60   204.74930555556    179  54  10 S -0.460
 2021  7 23 17 59  29.999999      -315.2138    0.0133        289.6084    0.0108          7.2583    0.0330    28.39   9     35.32     4.69   204.74965277777    180  54  10 S -0.468
 2021  7 23 18  0   0.000000      -315.2122    0.0133        289.6100    0.0108          7.2576    0.0331    30.74   9     35.31     4.79   204.75000000000    181  54  10 S -0.476
