* YY  MM DD HR MIN     Sec          dNorth      +-            dEast        +-          dHeight      +-        RMS    #      Atm     +-         Fract DOY     Epoch  #BF NotF  Rho_UA
*                                    (m)        (m)            (m)        (m)         (m)           (m)      (mm)   DD      (mm)    (mm)
 2021  7 23 17 54   0.000354        48.4580    0.0120         61.3930    0.0106          0.2858    0.0322    29.61  10     38.14     3.92   204.74583333743    169  54  10 S -0.380
 2021  7 23 17 54  30.000353        48.4571    0.0120         61.3931    0.0106          0.2865    0.0321    29.25  10     38.17     3.95   204.74618055965    170  54  10 S -0.383
 2021  7 23 17 55   0.000354        48.4566    0.0120         61.3920    0.0107          0.2867    0.0321    32.33  10     38.20     3.99   204.74652778188    171  54  10 S -0.387
 2021  7 23 17 55  30.000354        48.4560    0.0121         61.3934    0.0107          0.2786    0.0320    32.14  10     38.24     4.03   204.74687500409    172  54  10 S -0.392
 2021  7 23 17 56   0.000354        48.4516    0.0121         61.3916    0.0107          0.2717    0.0320    31.98  10     38.28     4.07   204.74722222632    173  54  10 S -0.396
 2021  7 23 17 56  30.000354        48.4547    0.0121         61.3891    0.0107          0.2670    0.0319    34.03  10     38.33     4.12   204.74756944854    174  54  10 S -0.402
 2021  7 23 17 57   0.000353        48.4560    0.0122         61.3869    0.0107          0.2662    0.0319    34.42  10     38.38     4.17   204.74791667076    175  54  10 S -0.407
 2021  7 23 17 57  30.000353        48.4564    0.0122         61.3872    0.0107          0.2650    0.0319    33.47  10     38.43     4.23   204.74826389297    176  54  10 S -0.413
 2021  7 23 17 58   0.000354        48.4560    0.0122         61.3883    0.0107          0.2629    0.0319    31.43  10     38.48     4.30   204.74861111520    177  54  10 S -0.420
 2021  7 23 17 58  30.000353        48.4585    0.0122         61.3896    0.0107          0.2665    0.0319    35.00  10     38.50     4.37   204.74895833742    178  54  10 S -0.427
 2021  7 23 17 59   0.000354        48.4593    0.0123         61.3905    0.0107          0.2650    0.0320    34.42  10     38.52     4.45   204.74930555965    179  54  10 S -0.435
 2021  7 23 17 59  30.000353        48.4610    0.0123         61.3894    0.0108          0.2662    0.0320    34.30  10     38.53     4.54   204.74965278187    180  54  10 S -0.444
 2021  7 23 18  0   0.000354        48.4623    0.0123         61.3923    0.0108          0.2723    0.0321    36.15  10     38.53     4.63   204.75000000410    181  54  10 S -0.453
